454,Portugal,"This wine is full of red berry flavor and soft tannins. With its forward fruit and smooth texture, it's made to be drunk young, so drink now.",Conde Vimioso Colheita Seleccionada,86,10.0,Tejo,,,Portuguese Red,Falua
455,Argentina,"Although this San Juan SB offers almost nothing on the nose, it's fresh and popping with acidity on the palate. Flavors of briny citrus are entirely familiar, while this finishes with cleansing crispness.",Alma Mora,86,10.0,Other,San Juan,,Sauvignon Blanc,Finca Las Moras
456,US,"Rose petal aromas and lychee flavors make this a colorful and lively wine to sniff and sip. The powerful floral and fruity character rests in a soft, sweet texture that carries into a lingering finish.",,86,18.0,California,California,California Other,Moscato,The Naked Grape
457,Portugal,"This wine is produced from two of the quintas owned by Ramos-Pinto. It's fruity and crisp, packed with bright fruit and lively acidity, and finishes on tangy citrus with a riper, creamy texture. Drink from late 2017.",Duas Quintas Branco,86,12.0,Douro,,,Portuguese White,Ramos-Pinto
458,US,"This wine is a pale cherry-red in color, showing some bricking. It brings off-dry elegantly styled cherry flavors that winnow toward the finish.",Estate Grown Cabernet,86,35.0,Washington,Red Mountain,Columbia Valley,Rosé,Obelisco Estate
459,US,"Dried cranberry and currant flavors with raisin-plum cake undertones define this light-bodied wine that's mildly tannic, tart, simple and easy to like.",,86,34.0,California,Dry Creek Valley,Sonoma,Aglianico,Orsi Family Vineyards
460,Argentina,"This boxed Malbec is burgundy-colored and opens with spicy reedy aromas of dried herbs and red-berry fruits. On the palate, this is tight but shallow in the midtier. Flavors of baked plum and berry fruits come with a note of cocoa powder prior to a stable finish.",,86,23.0,Mendoza Province,Mendoza,,Malbec,Bota Box
461,South Africa,"Muted, soft scents of green apple, orange peel and underripe banana dance on the nose, while the zippy, prickly palate offers pithy flavors of citrus zest, ending slightly bitter. Drink now.",,86,20.0,Walker Bay,,,Sauvignon Blanc,Bouchard Finlayson
462,US,"This 100% varietal wine is aged in American oak, offering an approachable, rounded, full-bodied impression of pencil shavings, cherry, leather and tobacco bound by firm tannins.",Porter and Plot,86,31.0,California,Napa Valley,Napa,Cabernet Sauvignon,Winc
463,US,"Concentrated orange blossom, bubblegum and a touch of minerality show on the nose of this bottling, suggesting sweetness. The palate is dry, if a tad syrupy, revealing warm climate flavors like poached apple, pear and lemon curd, tasting a bit like cough syrup.",,86,24.0,California,Paso Robles,Central Coast,Viognier,Cass
464,US,"Aromas of green wood, herb and cherry lead to ripe but chalky feeling fruit flavors. There's some interesting things going on but a sense of astringency and bitterness proves distracting.",,86,12.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Castle Rock
465,US,"A substantial dose of fruit and good, grippy texture make this hearty wine ready for any protein dishes. It has full body, tasty black cherry and plum flavors and moderate tannins that lend structure.",Reserve,86,18.0,California,Mendocino County,Mendocino/Lake Counties,Pinot Noir,Angeline
466,France,"A blend of Colombard and Chardonnay, this wine is crisp and fruity. It has attractive bright acidity with lemon fruitiness and a mineral texture. The wine is ready to drink.",,86,10.0,Southwest France,Côtes de Gascogne,,White Blend,Domaine de Lamothe
467,Argentina,"Jammy blueberry aromas come with overt oakiness. This feels dense but on the flat side. Baked berry flavors and herbal plum notes sprinkle in a mild sweet and green accent, while this feels full and a bit syrupy on the finish.",,86,15.0,Mendoza Province,Mendoza,,Malbec,Don Miguel Gascón
468,US,"This bottling is ripe and tropical but approachable on the nose, with honeydew melon, banana and nectarine aromas. There is a decent punch of acidity and noticeable texture upon first sip, veering toward sweet apple and bubblegum flavors on the finish.",Estate Vineyard,86,24.0,California,Paso Robles,Central Coast,Chardonnay,Eberle
469,Argentina,"A mild nose with little extravagance offers modest lemon aromas. The palate on this light-bodied white holds onto that lemony character via pithy, somewhat yeasty citrus flavors. The short non-effusive finish is tangy.",,86,14.0,Mendoza Province,Mendoza,,Torrontés,Finca la Malena
470,US,"Squeezed lime, wet concrete and green apple rind scents show on the nose of this basic bottling. Kaffir lime tang meets with ripe red apple and pear notes on the palate, framed by a stony texture.",,86,14.0,California,Santa Ynez Valley,Central Coast,Sauvignon Blanc,Firestone
471,Portugal,"This is a young, fruity wine made for early drinking. With bright acidity, soft tannins and forward red fruit, it's easy-drinking and ready now.",Portal da Vinha,86,15.0,Alentejano,,,Portuguese Red,Companhia das Quintas
472,US,"Smoke, brawny black pepper and black cherry flavors meet on the palate of this intensely ripe wine. It's grippy and high-octane in power, with a layering of mocha dust.",Osborn Ranch,86,38.0,California,Alexander Valley,Sonoma,Primitivo,DeLorimier
473,Portugal,"Tasting strongly of spicy wood, this wine is firm, with a tight, granitic texture. Tannins and acidity anchor its blackberry fruit, yielding a structured wine that is ready to drink.",Cabriz,86,13.0,Dão,,,Touriga Nacional,Global Wines
474,US,"This straightforward, affordable dry wine is good and fruity, with medium body, moderate tannins and plenty of red cherry and blackberry flavors.",,86,12.0,California,California,California Other,Pinot Noir,Guenoc
475,US,"The nose of this blend of 58% Syrah, 17% Cabernet Franc, 9% Merlot, 8% Malbec and 8% Petite Sirah is a touch funky, with sour blackberry, charcoal and dried meat aromas. Charred blueberry, sour black plum and savory meat flavors show on the palate.",The Deep Six,86,32.0,California,South Coast,South Coast,Red Blend,Hawk Watch Winery
476,France,"This is a grassy, herbal wine with attractive acidity and the crispest hint of apricots and some distinctive spice. It is fruity, ready to drink now.",,86,15.0,Southwest France,Bergerac Sec,,Semillon-Sauvignon Blanc,Lionel Osmin & Cie
477,US,"This dull, rustic wine offers earth and anise flavors around a core of soft cherry fruit. Light bodied, its acidity is moderate and unobtrusive.",,86,28.0,California,Dry Creek Valley,Sonoma,Barbera,Orsi Family Vineyards
478,Portugal,"This wine comes from the northern reaches of Tejo, giving it a structured, cool and bright, fruity character. Juicy acidity cuts through its tannins and black plum flavor. Needing a few more months of bottle age, it will be ready to drink in 2018.",Oculto,86,,Tejo,,,Portuguese Red,Quinta do Arrobe
479,Portugal,"This is a fashionably pale rosé, as light and bright in color as it is on the palate. Fruity, attractive and ready to drink, it has zesty orange peel and crisp wild strawberry flavors.",,86,30.0,Douro,,,Portuguese Rosé,Quinta Nova de Nossa Senhora do Carmo
480,US,"Made from what Californians call the Pommard clone, this has a light, traditional garnet color. Fresh and lively fruit aromas resemble cranberries and red cherries, followed by tangy fruit and cinnamon flavors of medium intensity, supported by firm acidity and moderate tannins.",Charles Vineyard Clone O5,89,49.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Foursight
481,Greece,"Aromas of leather, cherry and plum lead this balanced red from Boutari. Ripe cherry, cedar and cinnamon flavors carry the palate, with soft tannins giving a sultry feel.",,89,17.0,Nemea,,,Agiorgitiko,Boutari
482,France,"This blend of 70% Grenache and 30% Syrah offers remarkable value. Thyme- and bay-scented black cherry aromas fill the glass, while the flavors add an intriguing hint of raspberry. It's not overly weighty or tannic, making it ideal for drinking any season.",Bastide de Beauvert,89,11.0,Rhône Valley,Côtes du Rhône,,Grenache-Syrah,Les Vignobles Foncalieu
483,Italy,"This Sangiovese opens with aromas of blue flowers, underbrush, dark-skinned berry and a whiff of roasted coffee beans, all of which carry over to the concentrated palate along with black pepper and clove. The tannins are still tightly wound but drink sooner rather than later to capture the remaining fruit richness.",Montesodi,89,43.0,Tuscany,Toscana,,Sangiovese,Marchesi de' Frescobaldi
484,France,"This blend of local Duras and Braucol with the more Mediterranean Syrah is attractively spicy and juicy. It is packed with red fruits, sweet berry flavors and ripe tannins. The wine is maturing well and will be ready to drink from 2016.",Les Gravels,89,19.0,Southwest France,Gaillac,,Red Blend,Domaine Rotier
485,France,"This is a sweet, honeyed wine, rich with apricot fruit flavors and fresh with balancing acidity. It's fruity, mineral and generous, a great wine for fruit desserts.",Les Gravels,89,28.0,Southwest France,Gaillac,,White Blend,Domaine Rotier
486,Germany,"Pressed apple and pears seem to be dusted in pollen and saffron on the nose of this savory, spicy Riesling. It's off dry and delicate in style, but concentrated in lip smacking tangerine and lime flavors. Dusty, earthy tones persist through the moderately long finish.",Wehlener Sonnenuhr Kabinett,89,26.0,Mosel,,,Riesling,Dr. Pauly Bergweiler
487,Italy,"This Alpine sparkler opens with aromas that recall honeysuckle, lily of the valley and candied citrus. The firm palate delivers ripe yellow apple, nectarine zest, candied ginger and toasted walnut accompanied by crisp acidity.",Cuvée du Prince Metodo Classico,89,,Italy Other,Vino Spumante,,Prié Blanc,Cave du Vin Blanc de Morgex et de la Salle
488,US,"This is full bodied and forward, bringing a generous mouthful of apple, pear and pineapple fruit along with a streak of vanilla wafer. The flavors hit quickly and right up front, then suspend themselves through a lingering finish.",,89,35.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Aubichon Cellars
489,US,"Bloody meats, dried cherries, pressed purple flowers, vanilla and blackberry jam arise on the nose of this blend of 60% Cabernet Sauvignon, 33% Cabernet Franc and 7% Merlot, which shows a little age. The purple flowers really come through once sipped, backed up by sour cherries, mocha and sanguine elements, cast across grippy tannins.",Cheval Rouge Reserve,89,30.0,California,Carmel Valley,Central Coast,Bordeaux-style Red Blend,Boëté
490,Italy,"Made with Cabernet Sauvignon, this opens with aromas of toast, coffee, black currants and a whiff of cedar. The palate delivers dried black cherries, espresso, grilled sage and a leathery note alongside assertive, astringent tannins.",Coniale,89,55.0,Tuscany,Toscana,,Cabernet Sauvignon,Castellare di Castellina
491,France,"La Guillotte is a parcel on the Bouissel estate, planted with old Négrette. This firm and structured wine is solid with black plum fruits and cherry acidity. It is still developing and will need some time to soften its tannins. Drink from 2017.",La Guillotte,89,,Southwest France,Fronton,,Negrette,Château Bouissel
492,US,"The estate reserve gets more new and once-filled oak, and is a selection from vines whose yield has been dropped to 1.5 tons/acre. It's forward and flavorful, with black cherry, coffee and anise components. The entry is smooth and continues so, on through a finish complete with sandalwood and butterscotch.",Nicholas Estate Reserve,89,46.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Anam Cara
493,US,"This firm, well-crafted wine reflects the lightness of the vintage. Raspberry, citrus and stone components come across in a balanced effort that should continue to drink well until 2020.",,89,50.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Carden
